Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,Co_vol,Cl_vol,H_vol,Zr_vol,U_vol,Pr_vol,Sr_vol,Cs_vol,V_vol,Ta_vol,Ga_vol,Re_vol,Se_vol,Bi_vol,Nb_vol,C_vol,Ge_vol,P_vol,As_vol,Mn_vol,Fe_vol,Y_vol,O_vol,Ca_vol,Rb_vol,Zn_vol,Sc_vol,Pt_vol,La_vol,Sb_vol,Ti_vol,Au_vol,K_vol,Ni_vol,Mg_vol,Al_vol,Mo_vol,Na_vol,Te_vol,In_vol,Sn_vol,Pd_vol,Tl_vol,F_vol,Ba_vol,Cr_vol,S_vol,Cu_vol,B_vol,Li_vol,Si_vol,Nd_vol,W_vol,Co_vol_dis,Cl_vol_dis,H_vol_dis,Zr_vol_dis,U_vol_dis,Pr_vol_dis,Sr_vol_dis,Cs_vol_dis,V_vol_dis,Ta_vol_dis,Ga_vol_dis,Re_vol_dis,Se_vol_dis,Bi_vol_dis,Nb_vol_dis,C_vol_dis,Ge_vol_dis,P_vol_dis,As_vol_dis,Mn_vol_dis,Fe_vol_dis,Y_vol_dis,O_vol_dis,Ca_vol_dis,Rb_vol_dis,Zn_vol_dis,Sc_vol_dis,Pt_vol_dis,La_vol_dis,Sb_vol_dis,Ti_vol_dis,Au_vol_dis,K_vol_dis,Ni_vol_dis,Mg_vol_dis,Al_vol_dis,Mo_vol_dis,Na_vol_dis,Te_vol_dis,In_vol_dis,Sn_vol_dis,Pd_vol_dis,Tl_vol_dis,F_vol_dis,Ba_vol_dis,Cr_vol_dis,S_vol_dis,Cu_vol_dis,B_vol_dis,Li_vol_dis,Si_vol_dis,Nd_vol_dis,W_vol_dis,helvol,geomvol,helvol_dis,geomvol_dis,energy,energy_per_atom,volume,formation_energy_per_atom,nsites,band_gap,density,total_magnetization,elasticity,energy_dis,energy_per_atom_dis,volume_dis,formation_energy_per_atom_dis,nsites_dis,band_gap_dis,density_dis,total_magnetization_dis,elasticity_dis
mp-300765302,mp-771016,mp-759625,FeBO4,intercalation,Pc,3.084165812499997,181.0836333764635,481.929077634891,558.4919512629722,1486.349185291188,0.09671959179166567,0.027376877187498927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.680066802086447,0.0,42.720267208345795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.680066802086447,16.020100203129672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1621134020606,0.0,44.648453608242406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1621134020606,22.324226804121203,0.0,0.0,0.0,0.0,104.036,0.0,68.021,-208.98203796,-6.53068868625,358.3550763121233,-2.3898182452083345,32,2.395,2.678985423505268,4.99999985,2.678985423505268,-195.95654834,-6.531884944666668,374.5294925700805,-2.2421546508888905,30,0.0,2.501742697207464,8.9999996,2.501742697207464
mp-300850073,mp-849333,mp-761288,MnBO3,intercalation,P1,3.0136612020000104,186.8510403540104,584.5881528194592,563.1057308682192,1761.7506353008566,0.03836584999999992,0.033245742261904354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.067083838341443,0.0,0.0,63.20125151502431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.067083838341443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76243764481765,0.0,0.0,47.287312934452956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76243764481765,13.135364704014707,0.0,0.0,0.0,0.0,8.354,0.0,62.838,-257.80936565,-7.3659818757142865,380.6517833853364,-2.49292784980743,35,0.0,3.128632270894401,29.0000002,3.128632270894401,-77.73226058,-7.773226058,94.93482891827972,-2.4059918027753335,10,0.0,3.9791874734937362,4.00000025,3.9791874734937362
mp-300031773,mp-21778,mp-21925,Fe2(MoO4)3,intercalation,Pnab,3.02554800625,88.54362497994727,293.99685360684435,267.8929880242271,889.5015942739607,0.0,0.0003118391666667718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.188636940176912,0.0,43.13182164106148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78295541026537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6101928083296135,0.0,39.66115684997769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.915289212494422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6101928083296135,0.0,0.0,0.0,1.091,383.55,3.3930000000000002,395.94699999999995,-514.50428241,-6.769793189605262,1210.2521411961036,-2.139234320394736,76,2.6564,3.3224980494695227,7.99999895,3.3224980494695227,-457.84202536,-6.732970961176469,1112.8674415713526,-1.782107830882353,68,2.6649000000000003,3.5303880946770816,2.0717167,3.5303880946770816
mp-300775092,mp-755860,mp-771431,Cr3Sn3(SbO8)2,intercalation,Cm,3.024111275000004,103.14285389874374,527.1352254590117,311.91546741086904,1594.1155787602663,0.1174744106249994,0.06086585151785506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.73440733538683,0.0,0.0,0.0,0.0,0.0,0.0,6.4668009169233525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.70020137538503,0.0,0.0,0.0,0.0,9.70020137538503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.37771986204136,0.0,0.0,0.0,0.0,0.0,0.0,5.92221498275517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.883322474132756,0.0,0.0,0.0,0.0,8.883322474132756,0.0,0.0,0.0,11.84442996551034,0.0,0.0,0.0,0.0,44.673,0.001,52.11600000000001,-178.61773232,-6.3792047257142865,337.71148224503446,-2.1503286537499995,28,0.0,5.110729859604543,8.129579099999999,5.110729859604543,-158.84483899,-6.618534957916666,309.2719299222714,-2.0028416489583343,24,0.6739000000000002,5.431624366157769,8.0000001,5.431624366157769
mp-300853146,mp-850338,mp-755473,VCr3O8,intercalation,R-3m,3.053203180000005,73.89659556777346,298.57299437101534,225.62132057870025,911.6040158757075,0.04785984118749997,0.0008359468750001043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.747587760076829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.98070208061464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.242763280230488,0.0,0.0,0.0,20.242763280230488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.708766082442697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.670128659541575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.126298247328094,0.0,0.0,0.0,26.835064329770788,0.0,0.0,0.0,0.004,32.010999999999996,0.0,27.427,-110.53647533,-6.908529708125,149.0587073257881,-2.4265591425000004,16,0.0,4.040416388170067,6.9999993,4.040416388170067,-105.57441657,-7.038294437999999,148.2011106126931,-2.384724011333333,15,1.3912,3.986025745419245,9.9999992,3.986025745419245
mp-300764854,mp-764904,mp-761201,FeBO3,intercalation,P1,3.061267263333324,84.46390034991816,273.34904388249095,258.56657307465247,836.7944795009337,0.07173835702380947,0.04298517107954592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.338734120133065,0.0,49.01620236039919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.338734120133065,4.084683530033266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.382972949258182,0.0,49.148918847774546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.382972949258182,8.191486474629091,0.0,0.0,0.0,0.0,87.046,0.0,67.821,-312.88877964,-7.111108628181817,488.3118604161669,-2.3768196532575754,44,1.9792,3.2135312178756785,9.00000055,3.2135312178756785,-302.42904999,-7.200691666428572,489.6340157798496,-2.3318161998412696,42,1.4732999999999998,3.1577744901780043,19.00000005,3.1577744901780043
mp-300777084,mp-776415,mp-754609,V2OF5,intercalation,P1,3.0079044466666653,121.92721892571993,409.56700569270134,366.74542397637293,1231.9384176310275,0.003201219583333525,0.0566289127777786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.584463237802503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.292231618901251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.461158094506274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.405477307599046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.202738653799523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01369326899761,0.0,0.0,0.0,0.0,0.0,9.202738653799523,0.0,0.0,0.0,0.023,81.006,0.004,73.49600000000001,-166.36174893,-6.161546256666668,325.9899159215386,-3.046929679966667,27,1.5545,3.3591107764483183,4.000000166666667,3.3591107764483183,-151.61146885,-6.317144535416666,322.8503252004313,-3.051697467879167,24,1.7338,3.284676372858691,2.999999933333333,3.284676372858691
mp-300757663,mp-757663,mp-757156,Sn(PO3)4,intercalation,P-1,3.0812838400000047,60.70016822139328,178.79160811037846,187.03444742586098,550.9076927981231,0.03142284558823505,0.05077831581018444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.559430103507932,0.0,0.0,0.0,0.0,52.678290310523785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.389857525876983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.06938469225113,0.0,0.0,0.0,0.0,48.208154076753395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0173461730627835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0173461730627835,0.0,0.0,0.0,0.0,87.182,0.0,104.98700000000001,-247.09942122,-6.863872811666668,497.8410905712964,-2.51534337936508,36,0.0,2.945488063025301,0.0,2.945488063025301,-237.11914238,-6.974092422941176,455.59565161524245,-2.4820008269747897,34,2.8195,3.168013964775259,0.0,3.168013964775259
mp-300778261,mp-778261,mp-776109,TiMn3Cr2(PO4)6,intercalation,P1,3.037842195000004,117.25907690786457,365.1165781684034,356.21457157746147,1109.166547253993,0.07863476694444492,0.08264022770535817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.502309299138393,0.0,6.751154649569196,0.0,0.0,54.00923719655357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.250384883189732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.500769766379464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.305944083693285,0.0,6.152972041846643,0.0,0.0,49.22377633477314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050990680615548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101981361231095,0.0,0.0,0.0,8.20396272246219,0.0,0.0,0.0,1.4080000000000001,91.99799999999999,1.314,101.89399999999999,-292.05493521,-7.301373380249999,487.56925589729065,-2.6237645383100956,40,1.1414999999999995,3.1137598380868905,23.000000699999998,3.1137598380868905,-272.26814411,-7.563004003055554,444.3684311381366,-2.5776578064556617,36,0.0,3.312724888268952,19.0,3.312724888268952
mp-300705380,mp-705380,mp-540536,Mo2P3O13,intercalation,C2/c,3.0574109000000016,53.63144449846954,161.8619925697272,163.97336299236582,494.8786203784032,0.009109572083332296,0.051695167938597734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.234213830869765,0.0,0.0,0.0,0.0,44.348259933768986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.822809220579844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.910841900580747,0.0,0.0,0.0,0.0,47.28031490251657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.273894600387165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6369473001935826,0.0,0.0,0.0,2.004,185.77200000000002,0.133,156.811,-268.72904313,-7.071816924473684,549.9117350129177,-2.453741171851503,38,2.7289000000000003,3.0180429723611564,1.99999995,3.0180429723611564,-258.78821629,-7.1885615636111115,586.2687744418648,-2.4199245275099193,36,1.6230000000000002,2.7915620201322437,0.99999065,2.7915620201322437
mp-300765322,mp-774290,mp-760027,MnCr3O8,intercalation,P6_3mc,3.0487736409999986,358.6667316408179,1433.2806999184013,1093.4936773301458,4369.748418065251,0.09107836979166706,0.05114353714285613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.583299780043753,0.0,0.0,60.66639824035003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.749899340131265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.123120348938977,0.0,0.0,56.98496279151182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36936104681693,0.0,0.0,0.0,14.246240697877955,0.0,0.0,0.0,0.0,58.776,0.0,48.133,-197.48551321,-7.053054043214287,280.7758260462228,-2.1975699347114275,28,0.0911000000000004,4.17303774454181,11.0000001,4.17303774454181,-174.09744012,-7.254060004999999,263.73743067143533,-1.9073239867466658,24,0.6579000000000002,4.267823915147979,9.00000015,4.267823915147979
mp-300761995,mp-757602,mp-774666,Cr3Co(PO4)4,intercalation,Pm,3.0993586374999973,172.19873591100247,580.6968764928878,533.7056395123465,1799.7878799275006,0.05093215874999757,0.03023850630952296,3.6617527593571078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.647011037428431,0.0,0.0,0.0,0.0,58.588044149713724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.985258278071324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2619824822091235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.047929928836494,0.0,0.0,0.0,0.0,52.191719715345975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.785947446627372,0.0,0.0,0.0,13.047929928836494,0.0,0.0,0.0,0.0,29.87,0.0,49.816,-195.96088808,-6.998603145714285,306.5620387154153,-2.5342882538775506,28,0.5533999999999999,3.372248437389878,15.0000005,3.372248437389878,-175.92803121,-7.33033463375,273.0932604460083,-2.4399627016071435,24,0.6914000000000002,3.6167137500993998,10.9999991,3.6167137500993998
mp-300762163,mp-762163,mp-775831,TiMn2O6,intercalation,C2/m,3.0442628433333363,292.8457090028597,1129.0788102994425,891.4993107470124,3437.2126693896007,0.08462073861111108,0.06784137458333372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.657428485843717,0.0,0.0,55.97228545753118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.328714242921858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.913174265026537,0.0,0.0,50.739522795079615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.456587132513269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.369761397539808,0.0,0.0,0.0,21.384,45.613,20.471,47.592,-83.77102858,-6.980919048333334,118.25101359805929,-2.4862244925905563,12,0.0,3.855541865495621,9.0,3.855541865495621,-68.91167331,-7.65685259,107.19590867077395,-2.2999173990096295,9,1.366,3.9306008443731337,6.0000005,3.9306008443731337
mp-300032106,mp-26371,mp-26372,MoPO5,intercalation,Pnma,3.004826682500004,125.32738612590992,473.9900565323738,376.5870738791148,1424.257969108162,0.0,0.0438223336718746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.744788586716584,0.0,0.0,0.0,0.0,53.723942933582904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.744788586716584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.658838330827916,0.0,0.0,0.0,0.0,53.294191654139574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.658838330827916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.658838330827916,0.0,0.0,0.0,0.0,60.273,0.0,48.505,-223.06787200000002,-6.970871000000001,375.2754170621991,-2.498222748236608,32,0.03970000000000029,3.7850515480467166,1.9999999,3.7850515480467166,-203.31768665,-7.261345951785715,372.27349498016787,-2.42231547119898,28,1.1435999999999995,3.69173097445954,0.99999995,3.69173097445954
mp-300761583,mp-756789,mp-775339,V(Si2O5)3,intercalation,Pmcn,3.0189445100000047,55.80520552540961,151.47680613368226,168.4728188503573,457.3000722696151,0.05622303520833327,0.03653017520000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4076964259820386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.11544638973058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.815392851964077,20.446178555892235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4035980427741177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.053970641611755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.210794128322354,20.421588256644707,0.0,0.0,85.36200000000001,207.101,0.0,183.674,-740.4035643,-7.404035642999999,1175.226906858773,-3.04126547705,100,2.3736999999999995,2.714385075011139,1.999999825,2.714385075011139,-360.34618197,-7.507212124374999,586.9067399170202,-3.04215872859375,48,1.7923,2.6783771219486265,1.0,2.6783771219486265
mp-300705089,mp-705089,mp-540050,Fe3P3O11,intercalation,P2_1/c,3.017462065000012,60.44665166890808,202.98976008175447,182.39547836719967,612.5139006301478,0.03778679301470689,0.04488182374999905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.927651716550875,0.0,0.0,13.927651716550875,0.0,51.06805629401988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.683194828673255,0.0,0.0,13.683194828673255,0.0,50.17171437180193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.561064942891084,0.0,0.0,0.0,2.472,192.795,3.263,190.989,-504.15683154,-7.002178215833332,876.9881705443449,-2.4572662487599217,72,3.3905,3.3581640838707383,12.00000035,3.3581640838707383,-484.08327924,-7.118871753529412,861.5953532022804,-2.4188457089810935,68,1.5585000000000002,3.364650191787144,13.000010975,3.364650191787144
mp-300778299,mp-26091,mvc-3279,VPO5,intercalation,P1,3.036450265000004,304.91873904143915,953.8321646484627,925.8705859658447,2896.2639291123523,0.010162056785713249,0.005471309999999896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.889120400462751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.889120400462751,0.0,0.0,0.0,0.0,54.445602002313755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.323847530343848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.323847530343848,0.0,0.0,0.0,0.0,56.619237651719246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.323847530343848,0.0,0.0,0.0,12.061,58.474,0.0,57.236999999999995,-229.10997765,-7.1596868015625,353.23682955651213,-2.6788057647991064,32,1.4979,3.1750645473109262,1.000000075,3.1750645473109262,-103.04904908,-7.360646362857143,183.66956434011016,-2.5122069851275515,14,1.9756,2.9276666830639813,0.0,2.9276666830639813
mp-300764730,mp-764730,mp-761092,VO3F,intercalation,C2/c,3.062757140000003,193.1483804308656,614.5545371543651,591.5665812440703,1882.2312965889291,0.09085373714285704,0.04993660281250012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.165674526545631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.49702357963689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.165674526545631,0.0,0.0,0.0,0.0,0.0,28.331349053091262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.808692388130856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.426077164392574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.808692388130856,0.0,0.0,0.0,0.0,0.0,41.426077164392574,0.0,0.0,0.0,0.0,40.591,0.0,53.589,-192.92770364,-6.02899073875,289.67261255223315,-2.626375864055001,32,1.9903,3.1817744462192863,1.00000005,3.1817744462192863,-173.04125276,-6.180044741428572,282.3727167036232,-2.5639095489200003,28,2.4511,3.1007588859964437,0.0,3.1007588859964437
