,Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,P_vol,Sn_vol,As_vol,N_vol,V_vol,Mo_vol,Mn_vol,Ni_vol,Bi_vol,Te_vol,Fe_vol,Ti_vol,Nb_vol,S_vol,Ge_vol,F_vol,Ta_vol,Sb_vol,Cr_vol,Si_vol,Co_vol,Mg_vol,W_vol,Sr_vol,Se_vol,Pr_vol,Ba_vol,O_vol,Cu_vol,P_vol_dis,Sn_vol_dis,As_vol_dis,N_vol_dis,V_vol_dis,Mo_vol_dis,Mn_vol_dis,Ni_vol_dis,Bi_vol_dis,Te_vol_dis,Fe_vol_dis,Ti_vol_dis,Nb_vol_dis,S_vol_dis,Ge_vol_dis,F_vol_dis,Ta_vol_dis,Sb_vol_dis,Cr_vol_dis,Si_vol_dis,Co_vol_dis,Mg_vol_dis,W_vol_dis,Sr_vol_dis,Se_vol_dis,Pr_vol_dis,Ba_vol_dis,O_vol_dis,Cu_vol_dis,helvol,geomvol,helvol_dis,geomvol_dis,energy,energy_per_atom,volume,formation_energy_per_atom,nsites,band_gap,density,total_magnetization,elasticity,energy_dis,energy_per_atom_dis,volume_dis,formation_energy_per_atom_dis,nsites_dis,band_gap_dis,density_dis,total_magnetization_dis,elasticity_dis,elneg_r2.0,diselneg_r2.0,elneg_r2.25,diselneg_r2.25,elneg_r2.5,diselneg_r2.5,elneg_r2.75,diselneg_r2.75,elneg_r3.0,diselneg_r3.0,elneg_r3.25,diselneg_r3.25,elneg_r3.5,diselneg_r3.5,elneg_r3.75,diselneg_r3.75,elneg_r4.0,diselneg_r4.0,elneg_r4.25,diselneg_r4.25,elneg_r4.5,diselneg_r4.5,elneg_r4.75,diselneg_r4.75,elneg_r5.0,diselneg_r5.0,elneg_r5.25,diselneg_r5.25,elneg_r5.5,diselneg_r5.5,elneg_r5.75,diselneg_r5.75,elneg_r6.0,diselneg_r6.0,elneg_r6.25,diselneg_r6.25,elneg_r6.5,diselneg_r6.5,elneg_r6.75,diselneg_r6.75,elneg_r7.0,diselneg_r7.0,elneg_r7.25,diselneg_r7.25,elneg_r7.5,diselneg_r7.5,elneg_r7.75,diselneg_r7.75,elneg_r8.0,diselneg_r8.0,elneg_r8.25,diselneg_r8.25,elneg_r8.5,diselneg_r8.5,elneg_r8.75,diselneg_r8.75,elneg_r9.0,diselneg_r9.0,elneg_r9.25,diselneg_r9.25,elneg_r9.5,diselneg_r9.5,elneg_r9.75,diselneg_r9.75,elneg_r10.0,diselneg_r10.0,elneg_r10.25,diselneg_r10.25,elneg_r10.5,diselneg_r10.5,elneg_r10.75,diselneg_r10.75,elneg_r11.0,diselneg_r11.0,elneg_r11.25,diselneg_r11.25,elneg_r11.5,diselneg_r11.5,elneg_r11.75,diselneg_r11.75,elneg_r12.0,diselneg_r12.0,elneg_r12.25,diselneg_r12.25,elneg_r12.5,diselneg_r12.5,elneg_r12.75,diselneg_r12.75,elneg_r13.0,diselneg_r13.0,elneg_r13.25,diselneg_r13.25,elneg_r13.5,diselneg_r13.5,elneg_r13.75,diselneg_r13.75,elneg_r14.0,diselneg_r14.0,elneg_r14.25,diselneg_r14.25,elneg_r14.5,diselneg_r14.5,elneg_r14.75,diselneg_r14.75,elneg_r15.0,diselneg_r15.0
43,mvc-1200016575,mp-25139,mvc-13124,Mg1.5 –2VBiO6,intercalation,Ccmm,4.48,66,320,297,1433,0.17,0.01,0.0,0.0,0.0,0.0,7.100056954392191,0.0,0.0,0.0,7.100056954392191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.650085431588288,0.0,0.0,0.0,0.0,0.0,42.60034172635314,0.0,0.0,0.0,0.0,0.0,7.1663829609297025,0.0,0.0,0.0,7.1663829609297025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3327659218594,0.0,0.0,0.0,0.0,0.0,42.99829776557822,0.0,374.989,256.649,384.566,253.29,-130.64477793,-6.5322388965,279.0808153714044,-2.54114209975,20,3.1885000000000003,4.813910508616496,0.0,4.813910508616496,-120.09570377,-6.320826514210527,281.68788121661095,-2.2041106734210536,19,0.0,4.626079982121788,0.5128145000000001,4.626079982121788,0.178566,0.169825,0.197068,0.213732,0.07865,0.041414,0.438424,0.4563,0.6140359999999999,0.6646880000000001,0.542243,0.542353,0.24727800000000003,0.20680900000000002,0.27465900000000004,0.22369499999999998,0.72806,0.7459,0.299741,0.32143299999999997,0.066496,0.033181999999999996,0.024347,0.043623,0.05742100000000001,0.071325,0.034236,0.067476,0.050871,0.037333,0.00837,0.008011,0.017766999999999998,0.040365,0.127113,0.10765899999999999,0.014643999999999999,0.004877,9e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,mvc-1200007992,mp-1042817,mp-1042747,Mg0 –1NiAs2O7,intercalation,P21/c,4.64,155,644,722,2992,0.26,0.01,0.0,0.0,13.231927497171593,0.0,0.0,0.0,0.0,6.615963748585798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.311746240100575,0.0,0.0,0.0,14.425444539100184,0.0,0.0,0.0,0.0,7.212722269550092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.212722269550092,0.0,0.0,0.0,0.0,0.0,50.48905588685064,0.0,1902.895,588.404,2003.304,539.1709999999998,-259.13017719,-5.8893222088636366,554.5756304643502,-1.873848067840909,44,2.6194000000000006,4.130119923752441,1.9997473,4.130119923752441,-215.59105832,-5.389776457999999,604.5982342111572,-1.133188398875,40,0.4824,3.5213901309477147,1.999184325,3.5213901309477147,0.002947,0.057552,0.026535000000000003,0.039300999999999996,0.055528999999999995,0.067849,0.33423800000000004,0.27426100000000003,0.21363400000000002,0.33569499999999997,0.279891,0.276971,0.24613800000000002,0.22115100000000001,0.282197,0.27919499999999997,0.242573,0.319392,0.29199200000000003,0.379961,0.308883,0.259972,0.23970100000000003,0.292102,0.32076,0.192936,0.377766,0.313398,0.279211,0.253456,0.099979,0.071403,0.195803,0.063911,0.11435999999999999,0.037370999999999995,0.062162,0.137657,0.020814,0.093216,0.004837,0.023479,5e-05,0.009759,0.0,1.3000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,mvc-1200005948,mp-27872,mp-25262,Mg0 –0.5TiO2,intercalation,Fd3m,1.31,291,1141,381,1492,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.62854561174939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.25709122349878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66817306284009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.834086531420045,0.0,0.0,0.0,0.0,0.0,51.33634612568017,0.0,98.126,133.391,117.582,138.52,-113.95687536,-8.139776811428572,155.8350097689974,-3.2352709054761895,14,0.0,3.922096318944905,0.9508166,3.922096318944905,-105.53608265,-8.794673554166666,150.2147379102473,-3.3401391572222217,12,1.712,3.5314851446885878,3.25e-07,3.5314851446885878,0.0,0.713954,0.0025280000000000003,0.16828900000000002,0.8245610000000001,0.006053,0.56116,0.799596,0.822625,0.946477,0.055574,0.062154999999999995,0.100227,0.444345,0.355086,0.2422,0.35875100000000004,0.13619,0.0073939999999999995,0.174306,2.6000000000000002e-05,0.00044500000000000003,0.093398,0.000375,0.6615949999999999,0.165097,0.043212,0.14028800000000002,0.000192,0.00022999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.000299,0.0,0.07599600000000001,0.0,0.037341,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,mvc-1200008596,mp-1043530,mp-1044639,MgFe(GeO3)2,intercalation,P21/c,3.33,167,738,556,2459,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.364444941198414,0.0,0.0,0.0,16.728889882396828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18666964719049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.300941111718293,0.0,0.0,0.0,16.601882223436586,0.0,0.0,0.0,0.0,0.0,0.0,8.300941111718293,0.0,0.0,0.0,0.0,0.0,49.805646670309756,0.0,1352.4779999999996,456.961,1549.795,456.441,-259.34841379,-6.48371034475,481.87307272343736,-2.2861017695,40,1.5062000000000002,4.430553321189518,4.0002366,4.430553321189518,-226.34489105,-6.287358084722222,478.21463684916085,-1.8016079966666665,36,0.0632,4.126863933485827,4.00516615,4.126863933485827,0.046025,0.070814,0.03157,0.100384,0.08963099999999999,0.024458,0.333021,0.20341700000000001,0.402932,0.47863999999999995,0.194527,0.279671,0.147453,0.278308,0.309705,0.248642,0.264954,0.150074,0.255027,0.284985,0.3104,0.285735,0.289047,0.343029,0.33050300000000005,0.346943,0.312806,0.22628800000000002,0.20466900000000002,0.158676,0.223377,0.1513,0.075625,0.106853,0.036963,0.10965499999999999,0.066228,0.077882,0.023255,0.043202,0.006423000000000001,0.00024900000000000004,0.043291,0.022177000000000002,0.002568,0.00861,1e-06,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,mvc-1200002201,mp-1045783,mp-31998,MgMn(PO3)4,intercalation,C2/c,4.3,136,391,584,1684,0.06,0.01,17.675367671181146,0.0,0.0,0.0,0.0,0.0,4.418841917795287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.026103013543434,0.0,17.4430967481374,0.0,0.0,0.0,0.0,0.0,4.36077418703435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36077418703435,0.0,0.0,0.0,0.0,0.0,52.32929024441221,0.0,1260.353,434.647,1381.8829999999996,441.648,-261.58801328,-7.266333702222222,458.63415857360604,-2.737402230807301,36,4.0913,2.8612359610421843,5.00125415,2.8612359610421843,-241.14872508,-7.092609561176469,452.6072752106663,-2.391643000854789,34,0.02050000000000001,2.7209941425831117,3.0000001,2.7209941425831117,0.00123,0.029970999999999998,0.015340000000000001,0.071524,0.41976499999999994,0.38574400000000003,0.248462,0.096038,0.20429,0.27774499999999996,0.300193,0.268242,0.183505,0.33604,0.266644,0.23638800000000001,0.351748,0.334298,0.298252,0.283999,0.285752,0.287514,0.256544,0.263208,0.30441,0.214077,0.18600999999999998,0.202966,0.099955,0.244498,0.119637,0.182338,0.11365,0.048068,0.11058699999999999,0.056548,0.09961,0.059297,0.033503,0.039142,0.042566,0.018134,0.014503,0.028245999999999997,0.039188,0.032458,0.004653,0.003517,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,mvc-1200010040,mp-1040870,mp-1040930,Mg0 –1Mo2P2O9,intercalation,Pmcn,2.01,127,500,255,1006,0.03,0.02,10.564962413654325,0.0,0.0,0.0,0.0,10.564962413654325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.54233086144446,0.0,11.147570062026956,0.0,0.0,0.0,0.0,11.147570062026956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.573785031013478,0.0,0.0,0.0,0.0,0.0,50.164065279121296,0.0,3250.568,737.804,3614.013,696.177,-403.16719991,-7.199414284107143,717.6451868422134,-2.5432892095025514,56,2.6039999999999996,3.906992380617964,5.9835809,3.906992380617964,-380.6774076,-7.320719376923076,757.2199205991186,-2.4298412165796703,52,1.6082,3.489602689559722,4.001915225,3.489602689559722,0.085411,0.041411,0.039113,0.092928,0.172382,0.16671,0.107156,0.12694,0.20595500000000003,0.11451900000000001,0.081562,0.194151,0.132893,0.24652,0.21691,0.179786,0.230123,0.125496,0.270502,0.21255300000000002,0.22676999999999997,0.217573,0.121027,0.23544,0.129391,0.194775,0.22489699999999999,0.08654099999999999,0.246996,0.17306400000000002,0.181652,0.274459,0.16628900000000002,0.20260899999999998,0.18243900000000002,0.150805,0.184122,0.10410599999999999,0.205235,0.198287,0.067082,0.094337,0.12393399999999999,0.106775,0.142562,0.17018,0.134601,0.144794,0.079191,0.081077,0.014911,0.039907,0.013130000000000001,0.007731999999999999,0.011114,0.014075,0.002643,0.002432,7.000000000000001e-06,1.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,mvc-1200566620,mp-566620,mvc-12122,Mg0 –0.5VCuO4,intercalation,P21/c,3.83,141,552,539,2117,0.12,0.02,0.0,0.0,0.0,0.0,12.558081903184679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.232327612738715,12.558081903184679,0.0,0.0,0.0,0.0,12.4031865507281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.201593275364051,0.0,0.0,0.0,0.0,0.0,49.612746202912405,12.4031865507281,1512.789,631.524,1722.456,638.8530000000002,-339.82019281,-6.535003707884616,644.9955394350154,-2.0366903194230774,52,0.17790000000000014,3.9263673366695966,1.9995537,3.9263673366695966,-302.76960379,-6.307700078958334,637.0399605349947,-1.5682218214583337,48,0.1935000000000001,3.721982857833895,0.0,3.721982857833895,0.021843,0.033693,0.002254,0.030255,0.042899,0.012828,0.32172399999999995,0.330888,0.28066599999999997,0.270321,0.166686,0.199562,0.24890700000000002,0.175037,0.254671,0.283049,0.28132199999999996,0.265793,0.277634,0.257183,0.230923,0.208211,0.226848,0.26356199999999996,0.21694899999999998,0.272246,0.22339,0.259008,0.319968,0.246504,0.145628,0.133769,0.14805,0.173529,0.21499200000000002,0.19780699999999998,0.162328,0.185255,0.101672,0.106347,0.037127999999999994,0.043842,0.045101,0.02955,0.026568,0.020752,0.001849,0.001009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,mvc-1200010032,mp-1040938,mvc-13203,Mg0 –0.5CoO2,intercalation,P3m1,3.34,260,1309,868,4371,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.94432370940649,0.0,0.0,0.0,0.0,0.0,0.0,61.88864741881297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5329391525835,13.26646957629175,0.0,0.0,0.0,0.0,0.0,53.065878305167,0.0,518.607,373.316,734.8989999999999,441.931,-247.94615929,-5.903479983095237,452.2680254528668,-1.759297795238095,42,0.0,4.541797838433056,7.665806483333332,4.541797838433056,-202.54864734,-5.626351315,387.7932545138231,-1.0588612558333337,36,0.4857,4.672473053876776,1.3333339750000002,4.672473053876776,6e-06,0.24634,0.018366999999999998,0.030086,0.292823,0.014963999999999998,0.293068,0.28126100000000004,0.101302,0.29898,0.124075,0.09008,0.175959,0.22524499999999997,0.17632799999999998,0.157894,0.017527,0.10186100000000001,0.038854,0.043347000000000004,0.142899,0.057153999999999996,0.41723699999999997,0.147241,0.220271,0.300754,0.06615599999999999,0.21060900000000002,0.090853,0.041294,0.21359899999999998,0.04293,0.196994,0.200908,0.113803,0.20562800000000003,0.07065700000000001,0.133624,0.020296,0.037509,0.173287,0.042287,0.291121,0.017775,0.17116099999999998,0.208952,0.049148000000000004,0.23851999999999998,0.014413999999999998,0.12408699999999999,0.063861,0.008294,0.07867400000000001,0.006206000000000001,0.123945,0.059164999999999995,0.030192,0.077542,0.048376999999999996,0.14818699999999999,0.009479000000000001,0.015047,0.012739,0.03344,0.09099299999999999,0.010797,0.01784,0.00037799999999999997,0.004034,0.056934000000000005,0.002037,0.038451,3e-06,0.019337,3.6e-05,0.005688,0.011313,6e-06,0.016194,0.0,7.8e-05,2.5e-05,0.0,0.010675,0.0,0.010475,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,mvc-1200010106,mp-1040943,mvc-5548,Mg0 –0.5VO2,intercalation,P3m1,2.47,282,1131,696,2792,0.16,0.02,0.0,0.0,0.0,0.0,26.70429697790616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.40859395581232,0.0,0.0,0.0,0.0,0.0,25.40743911200454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70371955600227,0.0,0.0,0.0,0.0,0.0,50.81487822400908,0.0,654.648,441.436,850.5189999999999,462.099,-313.61614016,-7.4670509561904765,472.3026176349362,-2.703259836904761,42,1.1481000000000003,4.011969468565531,4.005194933333333,4.011969468565531,-274.03177909,-7.611993863611111,449.36588332313033,-2.321626717777777,36,0.8606000000000003,3.677865487806322,0.6666667166666667,3.677865487806322,0.09509,0.245157,0.040865,0.053762,0.17987,0.003885,0.24054499999999998,0.25697800000000004,0.281127,0.34218699999999996,0.069023,0.08836000000000001,0.112443,0.178041,0.172547,0.18246099999999998,0.09625,0.06915199999999999,0.023445,0.077287,0.045879,0.033398000000000004,0.20951199999999998,0.126002,0.348871,0.21918800000000002,0.16178599999999999,0.33558499999999997,0.059613,0.032358,0.10167799999999999,0.040277,0.153442,0.183565,0.18554500000000002,0.14940499999999998,0.112647,0.159421,0.086961,0.08876,0.023208000000000003,0.020975,0.140711,0.027353,0.24447600000000003,0.091192,0.168349,0.27924699999999997,0.11919300000000001,0.147405,0.033444999999999996,0.049417,0.035,0.000559,0.051454,0.030102999999999998,0.08707100000000001,0.064273,0.08312,0.120234,0.019656,0.086359,0.055411,0.008424,0.016863999999999997,0.043157,0.008489,0.000989,0.082115,0.002513,0.025006,0.09568600000000001,0.006233,0.021349,0.002964,0.02036,1.2e-05,0.000554,1e-06,0.0,0.0016309999999999999,0.0,0.009101,0.00024300000000000002,0.009191,0.020332,0.00016,0.0040490000000000005,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,mvc-1200006880,mp-1041862,mp-1042355,MgCr(SiO3)2,intercalation,Pcab,2.7,235,794,632,2140,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.942931321722907,15.885862643445813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.65758793033744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.886070416954038,17.772140833908075,0.0,8.886070416954038,0.0,0.0,0.0,0.0,0.0,53.316422501724226,0.0,8775.690999999999,980.327,12434.826,881.75,-603.37723085,-7.542215385625001,900.2854607967688,-2.9943954543749998,80,2.3232,3.37120506932973,3.968523425,3.37120506932973,-547.68959088,-7.606799873333332,1007.1848384388036,-2.731926056388889,72,1.6727999999999998,2.6928241915836884,1.989129375,2.6928241915836884,0.0,0.035063,5e-05,0.037207,0.047656,0.04882,0.1774,0.173229,0.10158400000000001,0.155845,0.072337,0.13453199999999998,0.08654400000000001,0.144958,0.132759,0.128486,0.160135,0.068457,0.11028099999999999,0.202224,0.212873,0.198299,0.16279100000000002,0.146628,0.169577,0.190828,0.16206500000000001,0.11187899999999999,0.213385,0.167215,0.108896,0.157716,0.154638,0.084617,0.128735,0.11854100000000001,0.10646800000000001,0.14573,0.09541000000000001,0.11006400000000001,0.13276300000000002,0.11869400000000001,0.226054,0.18065499999999998,0.171177,0.143949,0.132433,0.114251,0.10056699999999999,0.100937,0.092159,0.115204,0.11075399999999999,0.08342000000000001,0.074317,0.107056,0.12139000000000001,0.089216,0.166924,0.082997,0.07640599999999999,0.126655,0.063933,0.091553,0.078446,0.062913,0.039952,0.011129,0.009111,0.010833,3.2e-05,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,mvc-1200003035,mp-1046508,mp-1046640,MgNi5(TeO6)3,intercalation,C2/c,3.93,202,1053,793,4137,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15258772863983,0.0,9.691552637183896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14931582310338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.741785803098596,0.0,8.845071481859156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.793428642478876,0.0,0.0,0.0,0.0,0.0,53.07042889115494,0.0,2257.862,584.2719999999998,3023.131,650.08,-327.74837604,-5.462472934,678.3438678031863,-1.7915316667499999,60,1.854,5.1968411709509335,9.9948698,5.1968411709509335,-252.94868193,-4.864397729423077,619.0958481698385,-0.8755170302884608,52,0.0,5.172656445348312,6.690637599999999,5.172656445348312,0.042135,0.081857,0.00866,0.047570999999999995,0.093864,0.042766000000000005,0.314258,0.23454299999999997,0.37937,0.265088,0.163718,0.28458,0.17131300000000002,0.165821,0.230769,0.23402199999999998,0.233825,0.22645,0.05725,0.155428,0.281945,0.197719,0.44355,0.3018,0.507467,0.408166,0.231188,0.318764,0.11680499999999999,0.197449,0.20928000000000002,0.16075599999999998,0.137856,0.165462,0.039813,0.114177,0.090965,0.054758,0.08329600000000001,0.089068,0.072783,0.046768000000000004,0.030195999999999997,0.070377,0.030577999999999998,0.048103,0.028412,0.029955000000000002,0.0007019999999999999,0.043242,0.0,0.009313,0.0,0.000229,0.0,0.005487,0.0,0.000281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,mvc-1200006446,mp-1041475,mp-1041708,MgMn3(AsO4)4,intercalation,P21/c,3.69,203,768,748,2832,0.18,0.02,0.0,0.0,12.579482865885506,0.0,0.0,0.0,9.43461214941413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.317931463542024,0.0,0.0,0.0,11.457523797168978,0.0,0.0,0.0,8.593142847876733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.593142847876733,0.0,0.0,0.0,0.0,0.0,45.83009518867591,0.0,1834.094,617.786,2339.952,680.775,-340.58528976,-6.549717110769231,698.2311485119243,-2.180013605880001,52,1.8856,3.7737689945314803,14.93805275,3.7737689945314803,-287.05899673,-6.240412972391304,635.9561903530489,-1.5100092225165218,46,0.7251,3.7625337835595967,10.9709379,3.7625337835595967,0.011934,0.038561,0.018605,0.058752,0.068438,0.012691,0.28273200000000004,0.225719,0.25991,0.214637,0.154105,0.180647,0.148179,0.17536400000000002,0.18532200000000001,0.190308,0.169232,0.100066,0.17031300000000002,0.20692,0.178013,0.197537,0.256678,0.19861700000000002,0.21869899999999998,0.21750999999999998,0.272712,0.27550399999999997,0.155862,0.18591,0.12609700000000001,0.162772,0.16129000000000002,0.169742,0.119148,0.10525599999999999,0.156174,0.124727,0.132043,0.112624,0.185222,0.174678,0.202319,0.159929,0.095064,0.12654300000000002,0.073415,0.10922899999999999,0.085368,0.098381,0.051775,0.072359,0.022522,0.040139,0.010199,0.004834000000000001,0.004509,0.018277,0.02315,0.0036780000000000003,0.0009710000000000001,0.023982,1e-06,0.013556,0.0,0.000551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
